#SUBMITTED ID	FBID_KEY	ANNOTATION_SYMBOL	CYTOGENETIC_MAP	GO_BIOLOGICAL_PROCESS	GO_CELLULAR_COMPONENT	GO_MOLECULAR_FUNCTION	LOCATION_ARM	LOCATION_MAX	LOCATION_MIN	LOCATION_STRAND	NAME	RECOMBINATION_MAP	REFSEQ_POLYPEPTIDE	REFSEQ_TRANSCRIPT	SYMBOL
FBgn0069973	FBgn0069973	CG40485	20F3-20F3	-	-	-	X	22962360	22960609	-1	-	1-66	REFSEQ:NP_001036313 <newline> REFSEQ:NP_001036314 <newline> REFSEQ:NP_001303574	REFSEQ:NM_001042848 <newline> REFSEQ:NM_001042849 <newline> REFSEQ:NM_001316645	CG40485
FBgn0083012	FBgn0083012	CR34606	15E6-15E6	-	-	-	X	17146759	17146612	-1	snoRNA:Psi28S-1135a	1-57	-	REFSEQ:NR_003748	snoRNA:Psi28S-1135a
FBgn0086348	FBgn0086348	CG6781	66D5-66D5	eye pigment biosynthetic process ; GO:0006726 | inferred from genetic interaction with se <newline> pteridine biosynthetic process ; GO:0006728 | inferred from direct assay <newline> glutathione metabolic process ; GO:0006749 | inferred from direct assay <newline> toxin catabolic process ; GO:0009407 | inferred from biological aspect of ancestor with PANTHER:PTN001680376	cytoplasm ; GO:0005737 | inferred from biological aspect of ancestor with PANTHER:PTN000136167 <newline> cytoplasm ; GO:0005737 | inferred from sequence or structural similarity with RGD:70952	glutathione dehydrogenase (ascorbate) activity ; GO:0045174 | inferred from direct assay <newline> glutathione transferase activity ; GO:0004364 | inferred from direct assay <newline> transferase activity, transferring sulfur-containing groups ; GO:0016782 | inferred from direct assay <newline> pyrimidodiazepine synthase activity ; GO:0004734 | inferred from direct assay inferred from genetic interaction with se <newline> protein homodimerization activity ; GO:0042803 | inferred from physical interaction with se <newline> pyrimidodiazepine synthase activity ; GO:0004734 | inferred from mutant phenotype	3L	8521489	8520552	1	sepia	3-26	REFSEQ:NP_648235	REFSEQ:NM_139978	se
FBgn0086355	FBgn0086355	CG2171	99D8-99D8	glyceraldehyde-3-phosphate biosynthetic process ; GO:0046166 | inferred from biological aspect of ancestor with PANTHER:PTN000474559 <newline> myoblast fusion ; GO:0007520 | inferred from mutant phenotype <newline> determination of adult lifespan ; GO:0008340 | inferred from mutant phenotype <newline> glycolytic process ; GO:0006096 | inferred from mutant phenotype <newline> gluconeogenesis ; GO:0006094 | inferred from biological aspect of ancestor with PANTHER:PTN000474559 <newline> nervous system process ; GO:0050877 | inferred from mutant phenotype <newline> somatic muscle development ; GO:0007525 | inferred from mutant phenotype <newline> glyceraldehyde-3-phosphate metabolic process ; GO:0019682 | inferred from sequence or structural similarity with UniProtKB:P17751 <newline> glucose homeostasis ; GO:0042593 | inferred from mutant phenotype <newline> response to mechanical stimulus ; GO:0009612 | inferred from mutant phenotype <newline> glycerol catabolic process ; GO:0019563 | inferred from biological aspect of ancestor with PANTHER:PTN000474559	cytosol ; GO:0005829 | inferred from biological aspect of ancestor with PANTHER:PTN000474559 <newline> Z disc ; GO:0030018 | inferred from direct assay <newline> M band ; GO:0031430 | inferred from direct assay	isomerase activity ; GO:0016853 | inferred from direct assay <newline> triose-phosphate isomerase activity ; GO:0004807 | inferred from direct assay <newline> protein homodimerization activity ; GO:0042803 | inferred from direct assay <newline> triose-phosphate isomerase activity ; GO:0004807 | inferred from sequence or structural similarity with UniProtKB:P17751	3R	30134599	30132981	-1	Triose phosphate isomerase	3-100	REFSEQ:NP_788764 <newline> REFSEQ:NP_788765 <newline> REFSEQ:NP_788766	REFSEQ:NM_176587 <newline> REFSEQ:NM_176588 <newline> REFSEQ:NM_176589	Tpi
FBgn0086768	FBgn0086768	CG2152	101F-83B1	cellular protein modification process ; GO:0006464 | inferred from electronic annotation with InterPro:IPR000682 <newline> defense response to bacterium ; GO:0042742 | inferred from mutant phenotype	cytoplasm ; GO:0005737 | inferred from biological aspect of ancestor with PANTHER:PTN000171727	protein-L-isoaspartate (D-aspartate) O-methyltransferase activity ; GO:0004719 | inferred from direct assay	3R	5554316	5552823	-1	Protein-L-isoaspartate (D-aspartate) O-methyltransferase	3-47.5	REFSEQ:NP_536756 <newline> REFSEQ:NP_001262287	REFSEQ:NM_080508 <newline> REFSEQ:NM_001275358	Pcmt
FBgn0250906	FBgn0250906	CG3127	23A4-23A3	chemical synaptic transmission ; GO:0007268 | inferred from direct assay <newline> phosphorylation ; GO:0016310 | inferred from sequence or structural similarity with UniProtKB:P41759 <newline> somatic muscle development ; GO:0007525 | inferred from mutant phenotype <newline> myoblast fusion ; GO:0007520 | inferred from mutant phenotype <newline> glycolytic process ; GO:0006096 | inferred from sequence or structural similarity with SGD:S000000605 <newline> muscle cell cellular homeostasis ; GO:0046716 | inferred from genetic interaction with Dg	M band ; GO:0031430 | inferred from direct assay <newline> Z disc ; GO:0030018 | inferred from direct assay	ATP binding ; GO:0005524 | inferred from sequence or structural similarity with UniProtKB:P00559 <newline> phosphoglycerate kinase activity ; GO:0004618 | inferred from sequence or structural similarity with SGD:S000000605 <newline> phosphoglycerate kinase activity ; GO:0004618 | inferred from sequence or structural similarity <newline> phosphoglycerate kinase activity ; GO:0004618 | inferred from sequence or structural similarity with UniProtKB:P41759	2L	2753068	2746880	-1	Phosphoglycerate kinase	2-7	REFSEQ:NP_476676 <newline> REFSEQ:NP_001259956 <newline> REFSEQ:NP_001259957 <newline> REFSEQ:NP_001259958 <newline> REFSEQ:NP_001259959	REFSEQ:NM_057328 <newline> REFSEQ:NM_001273027 <newline> REFSEQ:NM_001273028 <newline> REFSEQ:NM_001273029 <newline> REFSEQ:NM_001273030	Pgk
FBgn0259711	FBgn0259711	CG42365	57F7-57F7	-	-	-	2R	21667594	21666687	1	-	2-96	REFSEQ:NP_726099	REFSEQ:NM_166469	CG42365
FBgn0260462	FBgn0260462	CG12163	82F6-82F7	proteolysis involved in cellular protein catabolic process ; GO:0051603 | inferred from biological aspect of ancestor with PANTHER:PTN000274640	extracellular space ; GO:0005615 | inferred from biological aspect of ancestor with PANTHER:PTN000274640 <newline> perivitelline space ; GO:0098595 | inferred from high throughput direct assay <newline> fusome ; GO:0045169 | inferred from direct assay <newline> lysosome ; GO:0005764 | inferred from biological aspect of ancestor with PANTHER:PTN000274640	cysteine-type endopeptidase activity ; GO:0004197 | inferred from biological aspect of ancestor with PANTHER:PTN000274640	3R	5251745	5237651	-1	-	3-47.5	REFSEQ:NP_649521 <newline> REFSEQ:NP_730901 <newline> REFSEQ:NP_730902	REFSEQ:NM_141264 <newline> REFSEQ:NM_169033 <newline> REFSEQ:NM_169034	CG12163
FBgn0262559	FBgn0262559	CG7998	90F8-90F9	carbohydrate metabolic process ; GO:0005975 | inferred from electronic annotation with InterPro:IPR015955 <newline> activation of cysteine-type endopeptidase activity involved in apoptotic process ; GO:0006919 | inferred from mutant phenotype <newline> salivary gland histolysis ; GO:0035070 | inferred from mutant phenotype <newline> tricarboxylic acid cycle ; GO:0006099 | inferred from sequence or structural similarity with UniProtKB:P40926 <newline> larval midgut cell programmed cell death ; GO:0035096 | inferred from mutant phenotype <newline> positive regulation of programmed cell death ; GO:0043068 | inferred from mutant phenotype <newline> oxidation-reduction process ; GO:0055114 | inferred from direct assay <newline> salivary gland cell autophagic cell death ; GO:0035071 | inferred from mutant phenotype <newline> tricarboxylic acid cycle ; GO:0006099 | inferred from direct assay <newline> regulation of programmed cell death ; GO:0043067 | inferred from mutant phenotype <newline> pupal development ; GO:0035209 | inferred from mutant phenotype	mitochondrion ; GO:0005739 | inferred from high throughput direct assay <newline> mitochondrial matrix ; GO:0005759 | inferred from sequence or structural similarity with UniProtKB:P40926 <newline> mitochondrion ; GO:0005739 | inferred from direct assay	L-malate dehydrogenase activity ; GO:0030060 | inferred from sequence or structural similarity with UniProtKB:P40926 <newline> malate dehydrogenase activity ; GO:0016615 | inferred from direct assay	3R	18228718	18226396	1	Malate dehydrogenase 2	3-62	REFSEQ:NP_650696	REFSEQ:NM_142439	Mdh2
FBgn0262743	FBgn0262743	CG2637	38E5-38E6	protein import into nucleus ; GO:0006606 | inferred from genetic interaction with Pen <newline> NLS-bearing protein import into nucleus ; GO:0006607 | inferred from mutant phenotype <newline> ribosomal protein import into nucleus ; GO:0006610 | inferred from biological aspect of ancestor with PANTHER:PTN000055427 <newline> protein import into nucleus ; GO:0006606 | inferred from mutant phenotype <newline> chorion-containing eggshell formation ; GO:0007304 | inferred from high throughput mutant phenotype <newline> NLS-bearing protein import into nucleus ; GO:0006607 | inferred from direct assay <newline> protein import into nucleus, translocation ; GO:0000060 | inferred from biological aspect of ancestor with PANTHER:PTN000055427 <newline> mitotic cell cycle ; GO:0000278 | inferred from high throughput mutant phenotype	cytoplasm ; GO:0005737 | inferred from direct assay <newline> nuclear envelope ; GO:0005635 | inferred from high throughput direct assay <newline> nuclear periphery ; GO:0034399 | inferred from biological aspect of ancestor with PANTHER:PTN000055427 <newline> nucleoplasm ; GO:0005654 | inferred from high throughput direct assay <newline> P granule ; GO:0043186 | inferred from physical interaction with tud inferred from physical interaction with vas <newline> nuclear pore ; GO:0005643 | inferred from sequence or structural similarity with EMBL:L38951 <newline> nuclear pore ; GO:0005643 | inferred from sequence or structural similarity with protein_id:AAC41763 <newline> nuclear membrane ; GO:0031965 | inferred from biological aspect of ancestor with PANTHER:PTN000055427 <newline> nuclear envelope ; GO:0005635 | inferred from direct assay	Ran GTPase binding ; GO:0008536 | inferred from electronic annotation with InterPro:IPR001494 <newline> protein binding ; GO:0005515 | inferred from physical interaction with UniProtKB:Q9VYW2 <newline> nuclear localization sequence binding ; GO:0008139 | inferred from biological aspect of ancestor with PANTHER:PTN000055427 <newline> protein transporter activity ; GO:0008565 | inferred from biological aspect of ancestor with PANTHER:PTN000055427	2L	20750941	20734609	1	Female sterile (2) Ketel	2-54	REFSEQ:NP_001246108 <newline> REFSEQ:NP_477496 <newline> REFSEQ:NP_001246109 <newline> REFSEQ:NP_001246110 <newline> REFSEQ:NP_001246111	REFSEQ:NM_001259179 <newline> REFSEQ:NM_058148 <newline> REFSEQ:NM_001259180 <newline> REFSEQ:NM_001259181 <newline> REFSEQ:NM_001259182	Fs(2)Ket
FBgn0263396	FBgn0263396	CG16901	87F5-87F6	pole plasm oskar mRNA localization ; GO:0045451 | inferred from expression pattern <newline> oocyte anterior/posterior axis specification ; GO:0007314 | inferred from mutant phenotype <newline> regulation of alternative mRNA splicing, via spliceosome ; GO:0000381 | inferred from high throughput mutant phenotype <newline> dorsal/ventral pattern formation ; GO:0009953 | traceable author statement <newline> dorsal/ventral pattern formation ; GO:0009953 | inferred from mutant phenotype <newline> dorsal/ventral axis specification, ovarian follicular epithelium ; GO:0008069 | inferred from mutant phenotype <newline> intracellular mRNA localization ; GO:0008298 | non-traceable author statement <newline> negative regulation of RNA splicing ; GO:0033119 | inferred from mutant phenotype <newline> oocyte localization involved in germarium-derived egg chamber formation ; GO:0030720 | inferred from mutant phenotype <newline> oocyte microtubule cytoskeleton organization ; GO:0016325 | inferred from mutant phenotype <newline> oogenesis ; GO:0048477 | inferred from mutant phenotype <newline> pole plasm mRNA localization ; GO:0019094 | inferred from mutant phenotype <newline> intracellular mRNA localization ; GO:0008298 | traceable author statement <newline> ovarian follicle cell migration ; GO:0007297 | inferred from mutant phenotype <newline> oogenesis ; GO:0048477 | traceable author statement <newline> mRNA splicing, via spliceosome ; GO:0000398 | inferred by curator from GO:0071011,GO:0071013 <newline> nuclear-transcribed mRNA catabolic process, nonsense-mediated decay ; GO:0000184 | traceable author statement <newline> germarium-derived egg chamber formation ; GO:0007293 | inferred from mutant phenotype <newline> negative regulation of translation ; GO:0017148 | traceable author statement <newline> mRNA export from nucleus ; GO:0006406 | non-traceable author statement <newline> RNA export from nucleus ; GO:0006405 | traceable author statement	nucleus ; GO:0005634 | traceable author statement <newline> chromatin ; GO:0000785 | inferred from direct assay <newline> omega speckle ; GO:0035062 | inferred from direct assay <newline> precatalytic spliceosome ; GO:0071011 | inferred from high throughput direct assay <newline> nucleus ; GO:0005634 | inferred from direct assay <newline> polytene chromosome puff ; GO:0005703 | inferred from direct assay <newline> catalytic step 2 spliceosome ; GO:0071013 | inferred from high throughput direct assay <newline> nucleolus ; GO:0005730 | NOT inferred from direct assay <newline> nucleus ; GO:0005634 | inferred by curator from GO:0000381 <newline> cytoplasm ; GO:0005737 | traceable author statement <newline> nucleus ; GO:0005634 | inferred from high throughput direct assay	nucleic acid binding ; GO:0003676 | inferred from electronic annotation with InterPro:IPR000504 <newline> mRNA 3'-UTR binding ; GO:0003730 | traceable author statement <newline> mRNA binding ; GO:0003729 | inferred from sequence or structural similarity	3R	13646304	13634862	-1	squid	3-54	REFSEQ:NP_996203 <newline> REFSEQ:NP_731825 <newline> REFSEQ:NP_731826 <newline> REFSEQ:NP_001247088 <newline> REFSEQ:NP_652209	REFSEQ:NM_206481 <newline> REFSEQ:NM_169528 <newline> REFSEQ:NM_169529 <newline> REFSEQ:NM_001260159 <newline> REFSEQ:NM_143952	sqd
FBgn0263599	FBgn0263599	CG5931	72C1-72C1	regulation of alternative mRNA splicing, via spliceosome ; GO:0000381 | inferred from mutant phenotype <newline> mitotic cell cycle ; GO:0000278 | inferred from high throughput mutant phenotype <newline> spermatogenesis ; GO:0007283 | inferred from mutant phenotype <newline> RNA splicing ; GO:0008380 | inferred from sequence or structural similarity <newline> regulation of alternative mRNA splicing, via spliceosome ; GO:0000381 | inferred from high throughput mutant phenotype <newline> ventral cord development ; GO:0007419 | inferred from high throughput mutant phenotype <newline> mRNA splicing, via spliceosome ; GO:0000398 | inferred by curator from GO:0071011,GO:0071013 <newline> mRNA splicing, via spliceosome ; GO:0000398 | inferred from sequence or structural similarity with UniProtKB:O75643	catalytic step 2 spliceosome ; GO:0071013 | inferred from high throughput direct assay <newline> precatalytic spliceosome ; GO:0071011 | inferred from high throughput direct assay <newline> nucleus ; GO:0005634 | inferred by curator from GO:0000381 <newline> nucleus ; GO:0005634 | inferred from direct assay <newline> small nuclear ribonucleoprotein complex ; GO:0030532 | inferred from physical interaction with Prp8 <newline> spliceosomal complex ; GO:0005681 | inferred from sequence or structural similarity with UniProtKB:O75643	ATP binding ; GO:0005524 | inferred from electronic annotation with InterPro:IPR011545 <newline> nucleic acid binding ; GO:0003676 | inferred from electronic annotation with InterPro:IPR011545 <newline> ATP-dependent RNA helicase activity ; GO:0004004 | inferred from sequence or structural similarity with SGD:S000000974 <newline> RNA helicase activity ; GO:0003724 | inferred from sequence or structural similarity	3L	15967872	15960836	-1	lethal (3) 72Ab	3-43	REFSEQ:NP_648818	REFSEQ:NM_140561	l(3)72Ab
FBgn0263773	FBgn0263773	CG43690	38B4-38B4	-	cellular_component ; GO:0005575 | no biological data available	molecular_function ; GO:0003674 | no biological data available	2L	20085070	20079270	-1	fledgling of Klp38B	2-54	REFSEQ:NP_542444 <newline> REFSEQ:NP_001188855 <newline> REFSEQ:NP_001260617 <newline> REFSEQ:NP_001188854	REFSEQ:NM_080713 <newline> REFSEQ:NM_001201926 <newline> REFSEQ:NM_001273688 <newline> REFSEQ:NM_001201925	fok
FBgn0264979	FBgn0264979	CG4267	22D5-22D5	lipid catabolic process ; GO:0016042 | inferred from sequence or structural similarity with MGI:MGI:96820	cellular_component ; GO:0005575 | no biological data available	carboxylic ester hydrolase activity ; GO:0052689 | inferred from electronic annotation with InterPro:IPR000734 <newline> lipase activity ; GO:0016298 | inferred from sequence or structural similarity with MGI:MGI:96820	2L	2245274	2242378	1	-	2-5	REFSEQ:NP_608661 <newline> REFSEQ:NP_001259919	REFSEQ:NM_134817 <newline> REFSEQ:NM_001272990	CG4267
FBgn0265297	FBgn0265297	CG5119	55B5-55B9	positive regulation of translation ; GO:0045727 | inferred from genetic interaction with grk <newline> regulation of compound eye photoreceptor development ; GO:0045314 | inferred from genetic interaction with pAbp <newline> male meiosis cytokinesis ; GO:0007112 | inferred from mutant phenotype <newline> spermatogenesis ; GO:0007283 | inferred from mutant phenotype <newline> oocyte development ; GO:0048599 | inferred from mutant phenotype <newline> spermatid nucleus differentiation ; GO:0007289 | inferred from mutant phenotype <newline> positive regulation of translation ; GO:0045727 | traceable author statement <newline> oogenesis ; GO:0048477 | inferred from mutant phenotype <newline> chemical synaptic transmission ; GO:0007268 | inferred from mutant phenotype <newline> negative regulation of neuron death ; GO:1901215 | inferred from genetic interaction with pAbp <newline> dorsal/ventral pattern formation ; GO:0009953 | inferred from mutant phenotype <newline> mRNA splicing, via spliceosome ; GO:0000398 | inferred by curator from GO:0071011,GO:0071013 <newline> male meiotic nuclear division ; GO:0007140 | inferred from mutant phenotype	cytosol ; GO:0005829 | inferred from high throughput direct assay <newline> cytoplasm ; GO:0005737 | inferred from direct assay <newline> precatalytic spliceosome ; GO:0071011 | inferred from high throughput direct assay <newline> intracellular ribonucleoprotein complex ; GO:0030529 | inferred from direct assay <newline> nucleus ; GO:0005634 | inferred from high throughput direct assay <newline> catalytic step 2 spliceosome ; GO:0071013 | inferred from high throughput direct assay	poly(A) binding ; GO:0008143 | traceable author statement <newline> poly(A) binding ; GO:0008143 | inferred from sequence or structural similarity with SGD:S000000967 <newline> mRNA binding ; GO:0003729 | inferred from sequence or structural similarity <newline> mRNA 3'-UTR binding ; GO:0003730 | inferred from direct assay <newline> protein binding ; GO:0005515 | inferred from physical interaction with Paip2 <newline> protein binding ; GO:0005515 | inferred from physical interaction with UniProtKB:Q8SY33	2R	18147191	18140078	1	poly(A) binding protein	2-84	REFSEQ:NP_725750 <newline> REFSEQ:NP_725749 <newline> REFSEQ:NP_476667	REFSEQ:NM_166265 <newline> REFSEQ:NM_166264 <newline> REFSEQ:NM_057319	pAbp
FBgn0265487	FBgn0265487	CG33197	54A3-54A	apoptotic process ; GO:0006915 | inferred from direct assay <newline> regulation of alternative mRNA splicing, via spliceosome ; GO:0000381 | inferred from mutant phenotype <newline> peripheral nervous system development ; GO:0007422 | traceable author statement <newline> regulation of gene expression ; GO:0010468 | inferred from mutant phenotype <newline> muscle organ development ; GO:0007517 | inferred from mutant phenotype <newline> regulation of female receptivity ; GO:0045924 | inferred from mutant phenotype <newline> rhabdomere development ; GO:0042052 | inferred from mutant phenotype <newline> eye development ; GO:0001654 | inferred from mutant phenotype <newline> compound eye photoreceptor cell differentiation ; GO:0001751 | inferred from mutant phenotype <newline> muscle cell cellular homeostasis ; GO:0046716 | inferred from mutant phenotype inferred from genetic interaction with Dg inferred from genetic interaction with Dys <newline> regulation of female receptivity ; GO:0045924 | non-traceable author statement <newline> somatic muscle development ; GO:0007525 | traceable author statement <newline> compound eye photoreceptor cell differentiation ; GO:0001751 | traceable author statement	cytoplasm ; GO:0005737 | inferred from direct assay <newline> H zone ; GO:0031673 | inferred from direct assay <newline> Z disc ; GO:0030018 | inferred from direct assay <newline> nucleus ; GO:0005634 | inferred from direct assay <newline> perinuclear region of cytoplasm ; GO:0048471 | inferred from direct assay	metal ion binding ; GO:0046872 | inferred from electronic annotation with InterPro:IPR000571 <newline> nucleic acid binding ; GO:0003676 | non-traceable author statement <newline> DNA binding ; GO:0003677 | traceable author statement	2R	17379376	17216549	1	muscleblind	2-82	REFSEQ:NP_788391 <newline> REFSEQ:NP_788392 <newline> REFSEQ:NP_788390 <newline> REFSEQ:NP_001246391 <newline> REFSEQ:NP_001137688 <newline> REFSEQ:NP_001246393 <newline> REFSEQ:NP_001246395 <newline> REFSEQ:NP_001137689 <newline> REFSEQ:NP_001261043 <newline> REFSEQ:NP_001261044 <newline> REFSEQ:NP_001261046 <newline> REFSEQ:NP_001261047 <newline> REFSEQ:NP_001261048	REFSEQ:NM_176211 <newline> REFSEQ:NM_176212 <newline> REFSEQ:NM_176210 <newline> REFSEQ:NM_001259462 <newline> REFSEQ:NM_001144216 <newline> REFSEQ:NM_001259464 <newline> REFSEQ:NM_001259466 <newline> REFSEQ:NM_001144217 <newline> REFSEQ:NM_001274114 <newline> REFSEQ:NM_001274115 <newline> REFSEQ:NM_001274117 <newline> REFSEQ:NM_001274118 <newline> REFSEQ:NM_001274119	mbl
FBgn0266167	FBgn0266167	CR44873	30F5-30F5	-	-	-	2L	10005043	10004310	-1	antisense RNA:CR44873	2-38	-	REFSEQ:NR_124169	asRNA:CR44873
FBgn0267180	FBgn0267180	CR45620	7D1-7D1	-	-	-	X	7960898	7959274	1	antisense RNA:CR45620	1-22	-	REFSEQ:NR_123834	asRNA:CR45620
FBgn0267385	FBgn0267385	CG7070	94A9-94A6	somatic muscle development ; GO:0007525 | inferred from mutant phenotype <newline> glycolytic process ; GO:0006096 | inferred from sequence or structural similarity with UniProtKB:P00549 <newline> response to sucrose ; GO:0009744 | inferred from mutant phenotype <newline> pyruvate metabolic process ; GO:0006090 | inferred from sequence or structural similarity with UniProtKB:P00549 <newline> myoblast fusion ; GO:0007520 | inferred from mutant phenotype <newline> glucose homeostasis ; GO:0042593 | inferred from mutant phenotype	P granule ; GO:0043186 | inferred from physical interaction with tud inferred from physical interaction with vas <newline> cytosol ; GO:0005829 | inferred from direct assay	magnesium ion binding ; GO:0000287 | inferred from electronic annotation with InterPro:IPR001697, InterPro:IPR015793, InterPro:IPR015794 <newline> potassium ion binding ; GO:0030955 | inferred from electronic annotation with InterPro:IPR001697, InterPro:IPR015793, InterPro:IPR015794 <newline> pyruvate kinase activity ; GO:0004743 | inferred from sequence or structural similarity with UniProtKB:P00549	3R	22372746	22367536	1	Pyruvate kinase	3-74	REFSEQ:NP_732723 <newline> REFSEQ:NP_524448	REFSEQ:NM_170004 <newline> REFSEQ:NM_079724	PyK
FBgn0267656	FBgn0267656	CR45994	52F1-52F1	-	-	-	2R	16154551	16153906	1	long non-coding RNA:CR45994	2-78	-	REFSEQ:NR_133125	lncRNA:CR45994
FBgn0283472	FBgn0283472	CG10539	64E8-64E11	dendrite morphogenesis ; GO:0048813 | inferred from mutant phenotype <newline> multicellular organism growth ; GO:0035264 | inferred from mutant phenotype <newline> growth ; GO:0040007 | inferred from mutant phenotype <newline> response to nutrient ; GO:0007584 | traceable author statement <newline> positive regulation of macroautophagy ; GO:0016239 | inferred from mutant phenotype <newline> positive regulation of cell growth ; GO:0030307 | traceable author statement <newline> protein phosphorylation ; GO:0006468 | non-traceable author statement <newline> positive regulation of cell size ; GO:0045793 | inferred from mutant phenotype <newline> larval feeding behavior ; GO:0030536 | inferred from mutant phenotype <newline> synaptic growth at neuromuscular junction ; GO:0051124 | inferred from mutant phenotype <newline> positive regulation of growth ; GO:0045927 | traceable author statement <newline> protein phosphorylation ; GO:0006468 | inferred from direct assay <newline> positive regulation of organ growth ; GO:0046622 | traceable author statement <newline> protein phosphorylation ; GO:0006468 | inferred from sequence or structural similarity <newline> regulation of response to drug ; GO:2001023 | inferred from mutant phenotype <newline> determination of adult lifespan ; GO:0008340 | inferred from mutant phenotype <newline> somatic muscle development ; GO:0007525 | inferred from mutant phenotype <newline> positive regulation of autophagy ; GO:0010508 | inferred from mutant phenotype <newline> positive regulation of cell size ; GO:0045793 | traceable author statement <newline> myoblast fusion ; GO:0007520 | inferred from mutant phenotype <newline> axon guidance ; GO:0007411 | inferred from genetic interaction with Rheb <newline> insulin receptor signaling pathway ; GO:0008286 | inferred from mutant phenotype <newline> lipid metabolic process ; GO:0006629 | inferred from mutant phenotype <newline> positive regulation of multicellular organism growth ; GO:0040018 | traceable author statement <newline> regulation of cell size ; GO:0008361 | traceable author statement <newline> oogenesis ; GO:0048477 | inferred from mutant phenotype <newline> intracellular signal transduction ; GO:0035556 | inferred from biological aspect of ancestor with PANTHER:PTN000682064 <newline> positive regulation of cell size ; GO:0045793 | inferred from mutant phenotype inferred from genetic interaction with gig <newline> response to oxidative stress ; GO:0006979 | inferred from direct assay <newline> regulation of terminal button organization ; GO:2000331 | inferred from mutant phenotype	nucleus ; GO:0005634 | inferred from biological aspect of ancestor with PANTHER:PTN000682064 <newline> cytoplasm ; GO:0005737 | inferred from biological aspect of ancestor with PANTHER:PTN000682064 <newline> nucleoplasm ; GO:0005654 | inferred from high throughput direct assay <newline> presynaptic active zone ; GO:0048786 | inferred from direct assay <newline> cytosol ; GO:0005829 | inferred from high throughput direct assay	ATP binding ; GO:0005524 | inferred from electronic annotation with InterPro:IPR000719, InterPro:IPR000961, InterPro:IPR002290, InterPro:IPR017441, InterPro:IPR017892 <newline> ribosomal protein S6 kinase activity ; GO:0004711 | inferred from sequence or structural similarity <newline> protein serine/threonine kinase activity ; GO:0004674 | non-traceable author statement <newline> protein serine/threonine kinase activity ; GO:0004674 | inferred from biological aspect of ancestor with PANTHER:PTN000682064 <newline> ribosomal protein S6 kinase activity ; GO:0004711 | inferred from sequence or structural similarity inferred from direct assay <newline> protein serine/threonine kinase activity ; GO:0004674 | inferred from sequence or structural similarity <newline> protein binding ; GO:0005515 | inferred from physical interaction with Tak1	3L	5810931	5797549	-1	Ribosomal protein S6 kinase	3-15	REFSEQ:NP_523941 <newline> REFSEQ:NP_001261450	REFSEQ:NM_079217 <newline> REFSEQ:NM_001274521	S6k
